|||Columns|
Rows|||Turkey|
||||
||||
|Sown Area and 01.11.61.00.02. (Barbunya, Taze) - Decare|2004|67260.0|
||2005|65450.0|
||2006|67280.0|
||2007|70605.0|
||2008|70215.0|
||2009|79336.0|
||2010|80312.0|
||2011|88336.0|
||2012|89118.0|
||2013|81209.0|
||2014|81178.0|
||2015|83583.0|
||2016|85413.0|
||2017|89596.0|
||2018|81267.0|
||2019|80358.0|
||2020|78846.0|
||2021|70080.0|
|Sown Area and 01.11.62.00.00. (Bezelye, Taze) - Decare|2004|79160.0|
||2005|96770.0|
||2006|93337.0|
||2007|92753.0|
||2008|91486.0|
||2009|98839.0|
||2010|94443.0|
||2011|107121.0|
||2012|107230.0|
||2013|114790.0|
||2014|111759.0|
||2015|112748.0|
||2016|110184.0|
||2017|101660.0|
||2018|97433.0|
||2019|100305.0|
||2020|114270.0|
||2021|116468.0|
|Sown Area and 01.11.69.00.01. (Börülce, Taze) - Decare|2004|16590.0|
||2005|17960.0|
||2006|19058.0|
||2007|16751.0|
||2008|18552.0|
||2009|19315.0|
||2010|20100.0|
||2011|23674.0|
||2012|24934.0|
||2013|25591.0|
||2014|22907.0|
||2015|22028.0|
||2016|21612.0|
||2017|20618.0|
||2018|20327.0|
||2019|20407.0|
||2020|18168.0|
||2021|17582.0|
|Sown Area and 01.11.69.00.02. (Bakla, Taze) - Decare|2004|65360.0|
||2005|60920.0|
||2006|58182.0|
||2007|55166.0|
||2008|54326.0|
||2009|54211.0|
||2010|50657.0|
||2011|51317.0|
||2012|49617.0|
||2013|50008.0|
||2014|48590.0|
||2015|41408.0|
||2016|39933.0|
||2017|39537.0|
||2018|40484.0|
||2019|42526.0|
||2020|62519.0|
||2021|43244.0|
|Sown Area and 01.13.11.00.00. (Kuşkonmaz) - Decare|2004|30.0|
||2005|30.0|
||2006|25.0|
||2007|27.0|
||2008|25.0|
||2009|433.0|
||2010|430.0|
||2011|428.0|
||2012|18.0|
||2013|193.0|
||2014|193.0|
||2015|193.0|
||2016|416.0|
||2017|518.0|
||2018|488.0|
||2019|499.0|
||2020|1229.0|
||2021|1391.0|
|Sown Area and 01.13.12.00.01. (Lahana (Beyaz)) - Decare|2004|169860.0|
||2005|166990.0|
||2006|164660.0|
||2007|154092.0|
||2008|158258.0|
||2009|158897.0|
||2010|149807.0|
||2011|149413.0|
||2012|146006.0|
||2013|146855.0|
||2014|140133.0|
||2015|142229.0|
||2016|142753.0|
||2017|137593.0|
||2018|132494.0|
||2019|137114.0|
||2020|136400.0|
||2021|132115.0|
|Sown Area and 01.13.12.00.02. (Lahana (Kırmızı)) - Decare|2004|38760.0|
||2005|36980.0|
||2006|37289.0|
||2007|37526.0|
||2008|39603.0|
||2009|39744.0|
||2010|40948.0|
||2011|42209.0|
||2012|45124.0|
||2013|45140.0|
||2014|48843.0|
||2015|49384.0|
||2016|50947.0|
||2017|51890.0|
||2018|51190.0|
||2019|52266.0|
||2020|49585.0|
||2021|49317.0|
|Sown Area and 01.13.12.00.03. (Lahana (Kara Yaprak)) - Decare|2004|74200.0|
||2005|74240.0|
||2006|67323.0|
||2007|69150.0|
||2008|67858.0|
||2009|64201.0|
||2010|61457.0|
||2011|64807.0|
||2012|65020.0|
||2013|63425.0|
||2014|59194.0|
||2015|56732.0|
||2016|55339.0|
||2017|53228.0|
||2018|49752.0|
||2019|48502.0|
||2020|47544.0|
||2021|49400.0|
|Sown Area and 01.13.12.00.04. (Lahana (Brüksel)) - Decare|2004|650.0|
||2005|680.0|
||2006|648.0|
||2007|894.0|
||2008|961.0|
||2009|971.0|
||2010|1045.0|
||2011|1094.0|
||2012|1113.0|
||2013|1153.0|
||2014|1660.0|
||2015|1493.0|
||2016|1820.0|
||2017|1764.0|
||2018|1927.0|
||2019|1574.0|
||2020|1505.0|
||2021|1417.0|
|Sown Area and 01.13.13.00.01. (Karnabahar) - Decare|2004|56090.0|
||2005|55800.0|
||2006|62465.0|
||2007|60756.0|
||2008|64949.0|
||2009|67596.0|
||2010|67913.0|
||2011|69489.0|
||2012|71549.0|
||2013|69950.0|
||2014|70587.0|
||2015|76082.0|
||2016|80057.0|
||2017|80897.0|
||2018|88823.0|
||2019|91032.0|
||2020|88840.0|
||2021|91201.0|
|Sown Area and 01.13.13.00.02. (Brokoli) - Decare|2004|3630.0|
||2005|5710.0|
||2006|10027.0|
||2007|10939.0|
||2008|12532.0|
||2009|13098.0|
||2010|15495.0|
||2011|17220.0|
||2012|18065.0|
||2013|19608.0|
||2014|22926.0|
||2015|25481.0|
||2016|29026.0|
||2017|33204.0|
||2018|37950.0|
||2019|41622.0|
||2020|46645.0|
||2021|50607.0|
|Sown Area and 01.13.14.00.01. (Marul (Kıvırcık)) - Decare|2004|101410.0|
||2005|98900.0|
||2006|91967.0|
||2007|84395.0|
||2008|90415.0|
||2009|87107.0|
||2010|79786.0|
||2011|83264.0|
||2012|86902.0|
||2013|89399.0|
||2014|87062.0|
||2015|87522.0|
||2016|94341.0|
||2017|95385.0|
||2018|92437.0|
||2019|95303.0|
||2020|94401.0|
||2021|96046.0|
|Sown Area and 01.13.14.00.02. (Marul (Göbekli)) - Decare|2004|109760.0|
||2005|109310.0|
||2006|117771.0|
||2007|109863.0|
||2008|113457.0|
||2009|112751.0|
||2010|107685.0|
||2011|103643.0|
||2012|98946.0|
||2013|100337.0|
||2014|104562.0|
||2015|101333.0|
||2016|103901.0|
||2017|97446.0|
||2018|93784.0|
||2019|91439.0|
||2020|93874.0|
||2021|83576.0|
|Sown Area and 01.13.14.00.03. (Marul (İceberg)) - Decare|2004|7560.0|
||2005|18260.0|
||2006|18003.0|
||2007|22459.0|
||2008|22844.0|
||2009|22852.0|
||2010|22423.0|
||2011|24522.0|
||2012|24691.0|
||2013|23503.0|
||2014|23633.0|
||2015|23122.0|
||2016|23274.0|
||2017|27727.0|
||2018|28398.0|
||2019|29119.0|
||2020|29933.0|
||2021|31730.0|
|Sown Area and 01.13.16.00.00. (Ispanak) - Decare|2004|214070.0|
||2005|219020.0|
||2006|213458.0|
||2007|195279.0|
||2008|194538.0|
||2009|193018.0|
||2010|187726.0|
||2011|187027.0|
||2012|184899.0|
||2013|181372.0|
||2014|171145.0|
||2015|165789.0|
||2016|161510.0|
||2017|163729.0|
||2018|163910.0|
||2019|162589.0|
||2020|162379.0|
||2021|150788.0|
|Sown Area and 01.13.17.00.00. (Enginar) - Decare|2004|23570.0|
||2005|27790.0|
||2006|29252.0|
||2007|28357.0|
||2008|28559.0|
||2009|29038.0|
||2010|23644.0|
||2011|25649.0|
||2012|25225.0|
||2013|26660.0|
||2014|26802.0|
||2015|25723.0|
||2016|28354.0|
||2017|29561.0|
||2018|29574.0|
||2019|28732.0|
||2020|27581.0|
||2021|28187.0|
|Sown Area and 01.13.19.00.01. (Kereviz (Sap)) - Decare|2004|1290.0|
||2005|1190.0|
||2006|1175.0|
||2007|1352.0|
||2008|1694.0|
||2009|1182.0|
||2010|1088.0|
||2011|993.0|
||2012|1123.0|
||2013|1170.0|
||2014|1108.0|
||2015|1144.0|
||2016|1162.0|
||2017|1131.0|
||2018|1145.0|
||2019|1131.0|
||2020|868.0|
||2021|707.0|
|Sown Area and 01.13.19.00.02. (Pazı) - Decare|2004|4500.0|
||2005|4500.0|
||2006|4128.0|
||2007|4477.0|
||2008|4457.0|
||2009|4478.0|
||2010|4110.0|
||2011|4040.0|
||2012|4417.0|
||2013|4497.0|
||2014|4063.0|
||2015|3796.0|
||2016|3889.0|
||2017|5277.0|
||2018|6278.0|
||2019|5360.0|
||2020|4757.0|
||2021|4928.0|
|Sown Area and 01.13.19.00.03. (Semizotu) - Decare|2004|2120.0|
||2005|2280.0|
||2006|3078.0|
||2007|2473.0|
||2008|2665.0|
||2009|2664.0|
||2010|3172.0|
||2011|3446.0|
||2012|4062.0|
||2013|4073.0|
||2014|3552.0|
||2015|3488.0|
||2016|3539.0|
||2017|3168.0|
||2018|2513.0|
||2019|2688.0|
||2020|2724.0|
||2021|3823.0|
|Sown Area and 01.13.19.00.04. (Maydanoz) - Decare|2004|46770.0|
||2005|49090.0|
||2006|50930.0|
||2007|43992.0|
||2008|46896.0|
||2009|49217.0|
||2010|48671.0|
||2011|45401.0|
||2012|48681.0|
||2013|49856.0|
||2014|50260.0|
||2015|49641.0|
||2016|49296.0|
||2017|66287.0|
||2018|64268.0|
||2019|75562.0|
||2020|76497.0|
||2021|77957.0|
|Sown Area and 01.13.19.00.05. (Roka) - Decare|2004|2810.0|
||2005|3470.0|
||2006|2882.0|
||2007|3141.0|
||2008|3442.0|
||2009|3704.0|
||2010|4066.0|
||2011|4481.0|
||2012|6434.0|
||2013|7181.0|
||2014|6981.0|
||2015|7017.0|
||2016|8303.0|
||2017|8212.0|
||2018|10381.0|
||2019|12389.0|
||2020|14326.0|
||2021|18155.0|
|Sown Area and 01.13.19.00.06. (Tere) - Decare|2004|2840.0|
||2005|3020.0|
||2006|3500.0|
||2007|3609.0|
||2008|3707.0|
||2009|3626.0|
||2010|3329.0|
||2011|3575.0|
||2012|4447.0|
||2013|6051.0|
||2014|6359.0|
||2015|6653.0|
||2016|5965.0|
||2017|6185.0|
||2018|6556.0|
||2019|6576.0|
||2020|7799.0|
||2021|6975.0|
|Sown Area and 01.13.19.00.07. (Nane) - Decare|2004|8860.0|
||2005|8710.0|
||2006|9894.0|
||2007|9368.0|
||2008|9752.0|
||2009|11141.0|
||2010|11733.0|
||2011|11041.0|
||2012|10469.0|
||2013|10646.0|
||2014|10652.0|
||2015|10577.0|
||2016|10921.0|
||2017|10520.0|
||2018|10134.0|
||2019|12650.0|
||2020|13110.0|
||2021|14256.0|
|Sown Area and 01.13.19.00.08. (Dereotu) - Decare|2004|1800.0|
||2005|2250.0|
||2006|2601.0|
||2007|2613.0|
||2008|2711.0|
||2009|2852.0|
||2010|2978.0|
||2011|2977.0|
||2012|3259.0|
||2013|4167.0|
||2014|4824.0|
||2015|4777.0|
||2016|4763.0|
||2017|7387.0|
||2018|8573.0|
||2019|10431.0|
||2020|10078.0|
||2021|12013.0|
|Sown Area and 01.13.21.00.00. (Karpuz) - Decare|2004|1170740.0|
||2005|1165460.0|
||2006|1090219.0|
||2007|1082076.0|
||2008|1096112.0|
||2009|997205.0|
||2010|956598.0|
||2011|979644.0|
||2012|977322.0|
||2013|979458.0|
||2014|954627.0|
||2015|935458.0|
||2016|919927.0|
||2017|904884.0|
||2018|863610.0|
||2019|833657.0|
||2020|740345.0|
||2021|729485.0|
|Sown Area and 01.13.29.00.00. (Kavun) - Decare|2004|926350.0|
||2005|925430.0|
||2006|887144.0|
||2007|849185.0|
||2008|854895.0|
||2009|826373.0|
||2010|795713.0|
||2011|800794.0|
||2012|796417.0|
||2013|787687.0|
||2014|791488.0|
||2015|790524.0|
||2016|786632.0|
||2017|774106.0|
||2018|735176.0|
||2019|721758.0|
||2020|690904.0|
||2021|668753.0|
|Sown Area and 01.13.31.00.01. (Biber (Salçalık, Kapya)) - Decare|2004|269390.0|
||2005|289010.0|
||2006|292957.0|
||2007|280393.0|
||2008|285194.0|
||2009|280887.0|
||2010|327066.0|
||2011|291327.0|
||2012|298553.0|
||2013|300562.0|
||2014|298351.0|
||2015|308417.0|
||2016|325584.0|
||2017|333132.0|
||2018|346248.0|
||2019|372775.0|
||2020|370031.0|
||2021|377905.0|
|Sown Area and 01.13.31.00.02. (Biber (Dolmalık)) - Decare|2004|184140.0|
||2005|189010.0|
||2006|181104.0|
||2007|167772.0|
||2008|170402.0|
||2009|168780.0|
||2010|165993.0|
||2011|158400.0|
||2012|157876.0|
||2013|155091.0|
||2014|151025.0|
||2015|143626.0|
||2016|147145.0|
||2017|141534.0|
||2018|131351.0|
||2019|122952.0|
||2020|122523.0|
||2021|123388.0|
|Sown Area and 01.13.31.00.03. (Biber (Sivri)) - Decare|2004|327300.0|
||2005|326910.0|
||2006|311520.0|
||2007|303950.0|
||2008|306553.0|
||2009|305249.0|
||2010|318556.0|
||2011|315807.0|
||2012|330647.0|
||2013|331930.0|
||2014|313431.0|
||2015|313149.0|
||2016|316716.0|
||2017|303341.0|
||2018|290885.0|
||2019|277642.0|
||2020|265863.0|
||2021|277868.0|
|Sown Area and 01.13.31.00.04. (Biber (Çarliston)) - Decare|2014|26931.0|
||2015|27425.0|
||2016|26187.0|
||2017|27159.0|
||2018|18040.0|
||2019|19305.0|
||2020|19445.0|
||2021|23228.0|
|Sown Area and 01.13.32.00.01. (Hıyar (Sofralık)) - Decare|2005|388850.0|
||2006|373537.0|
||2007|331231.0|
||2008|325573.0|
||2009|322573.0|
||2010|315795.0|
||2011|310671.0|
||2012|309343.0|
||2013|306172.0|
||2014|307278.0|
||2015|309449.0|
||2016|301888.0|
||2017|289554.0|
||2018|288852.0|
||2019|289287.0|
||2020|260482.0|
||2021|259301.0|
|Sown Area and 01.13.32.00.02. (Hıyar (Turşuluk)) - Decare|2005|72890.0|
||2006|69068.0|
||2007|74726.0|
||2008|76389.0|
||2009|82522.0|
||2010|78769.0|
||2011|77300.0|
||2012|73791.0|
||2013|75553.0|
||2014|75005.0|
||2015|68656.0|
||2016|67362.0|
||2017|68041.0|
||2018|67731.0|
||2019|70895.0|
||2020|77357.0|
||2021|75302.0|
|Sown Area and 01.13.32.00.03. (Acur) - Decare|2004|13100.0|
||2005|13450.0|
||2006|14310.0|
||2007|13145.0|
||2008|19183.0|
||2009|19496.0|
||2010|15180.0|
||2011|14778.0|
||2012|17258.0|
||2013|18004.0|
||2014|18927.0|
||2015|18861.0|
||2016|19749.0|
||2017|22425.0|
||2018|23362.0|
||2019|25740.0|
||2020|23758.0|
||2021|23254.0|
|Sown Area and 01.13.33.00.00. (Patlıcan) - Decare|2004|311640.0|
||2005|307890.0|
||2006|293150.0|
||2007|275415.0|
||2008|268848.0|
||2009|262320.0|
||2010|267540.0|
||2011|253295.0|
||2012|246638.0|
||2013|248619.0|
||2014|242919.0|
||2015|234210.0|
||2016|232963.0|
||2017|214472.0|
||2018|199292.0|
||2019|193067.0|
||2020|182739.0|
||2021|172851.0|
|Sown Area and 01.13.34.00.01. (Domates (Sofralık)) - Decare|2005|1381300.0|
||2006|1369379.0|
||2007|1268421.0|
||2008|1345706.0|
||2009|1267883.0|
||2010|1234345.0|
||2011|1237120.0|
||2012|1282398.0|
||2013|1280103.0|
||2014|1230976.0|
||2015|1257121.0|
||2016|1248324.0|
||2017|1235094.0|
||2018|1175095.0|
||2019|1191772.0|
||2020|1116588.0|
||2021|1070081.0|
|Sown Area and 01.13.34.00.02. (Domates (Salçalık)) - Decare|2005|629860.0|
||2006|569717.0|
||2007|566908.0|
||2008|606346.0|
||2009|601579.0|
||2010|556902.0|
||2011|573062.0|
||2012|609624.0|
||2013|611119.0|
||2014|599314.0|
||2015|614516.0|
||2016|558549.0|
||2017|539647.0|
||2018|519742.0|
||2019|542442.0|
||2020|627784.0|
||2021|581954.0|
|Sown Area and 01.13.39.00.01. (Bamya) - Decare|2004|81320.0|
||2005|76910.0|
||2006|78171.0|
||2007|76697.0|
||2008|78957.0|
||2009|80536.0|
||2010|77153.0|
||2011|75450.0|
||2012|73763.0|
||2013|70161.0|
||2014|64707.0|
||2015|58179.0|
||2016|56047.0|
||2017|51827.0|
||2018|51580.0|
||2019|51557.0|
||2020|53587.0|
||2021|48210.0|
|Sown Area and 01.13.39.00.02. (Kabak (Sakız)) - Decare|2004|114520.0|
||2005|108430.0|
||2006|106042.0|
||2007|97817.0|
||2008|98957.0|
||2009|103773.0|
||2010|101455.0|
||2011|100525.0|
||2012|97550.0|
||2013|93692.0|
||2014|92242.0|
||2015|92099.0|
||2016|95645.0|
||2017|105326.0|
||2018|99777.0|
||2019|96716.0|
||2020|99746.0|
||2021|104968.0|
|Sown Area and 01.13.39.00.03. (Bal Kabağı) - Decare|2004|42510.0|
||2005|44310.0|
||2006|38770.0|
||2007|36765.0|
||2008|36873.0|
||2009|37533.0|
||2010|39936.0|
||2011|41489.0|
||2012|41506.0|
||2013|41057.0|
||2014|40816.0|
||2015|40604.0|
||2016|40372.0|
||2017|37894.0|
||2018|36040.0|
||2019|36950.0|
||2020|36769.0|
||2021|36876.0|
|Sown Area and 01.13.39.00.04. (Kabak (Çerezlik)) - Decare|2004|159230.0|
||2005|172580.0|
||2006|227874.0|
||2007|269158.0|
||2008|249516.0|
||2009|281352.0|
||2010|372572.0|
||2011|488003.0|
||2012|500807.0|
||2013|515808.0|
||2014|552648.0|
||2015|615119.0|
||2016|628441.0|
||2017|649643.0|
||2018|737891.0|
||2019|706894.0|
||2020|763855.0|
||2021|866682.0|
|Sown Area and 01.13.39.00.06. (Kudret Narı) - Decare|2021|65.0|
|Sown Area and 01.13.39.00.07. (Pepino) - Decare|2013|10.0|
||2014|10.0|
||2015|10.0|
||2016|32.0|
||2017|92.0|
||2018|5.0|
||2019|22.0|
||2020|11.0|
||2021|20.0|
|Sown Area and 01.13.41.00.01. (Havuç) - Decare|2004|101140.0|
||2005|94940.0|
||2006|98798.0|
||2007|143367.0|
||2008|129171.0|
||2009|123403.0|
||2010|111876.0|
||2011|122458.0|
||2012|141695.0|
||2013|108643.0|
||2014|104404.0|
||2015|101003.0|
||2016|101080.0|
||2017|108489.0|
||2018|123478.0|
||2019|125772.0|
||2020|109890.0|
||2021|100686.0|
|Sown Area and 01.13.41.00.02. (Şalgam) - Decare|2004|600.0|
||2005|1660.0|
||2006|3347.0|
||2007|1276.0|
||2008|1033.0|
||2009|894.0|
||2010|841.0|
||2011|715.0|
||2012|753.0|
||2013|868.0|
||2014|714.0|
||2015|650.0|
||2016|756.0|
||2017|798.0|
||2018|691.0|
||2019|985.0|
||2020|988.0|
||2021|902.0|
|Sown Area and 01.13.42.00.01. (Sarımsak (Taze)) - Decare|2004|21970.0|
||2005|22460.0|
||2006|22994.0|
||2007|21212.0|
||2008|20777.0|
||2009|20172.0|
||2010|19566.0|
||2011|18695.0|
||2012|20706.0|
||2013|22134.0|
||2014|21658.0|
||2015|20852.0|
||2016|22207.0|
||2017|20966.0|
||2018|20579.0|
||2019|18730.0|
||2020|19539.0|
||2021|25060.0|
|Sown Area and 01.13.42.00.02. (Sarımsak (Kuru)) - Decare|2004|109500.0|
||2005|110000.0|
||2006|83165.0|
||2007|89672.0|
||2008|93057.0|
||2009|93720.0|
||2010|95100.0|
||2011|92725.0|
||2012|117936.0|
||2013|103558.0|
||2014|105572.0|
||2015|108084.0|
||2016|119155.0|
||2017|131451.0|
||2018|133397.0|
||2019|124357.0|
||2020|126664.0|
||2021|133710.0|
|Sown Area and 01.13.43.00.01. (Soğan (Taze)) - Decare|2004|136940.0|
||2005|133810.0|
||2006|131612.0|
||2007|122033.0|
||2008|116892.0|
||2009|112561.0|
||2010|108136.0|
||2011|98369.0|
||2012|97516.0|
||2013|96627.0|
||2014|93858.0|
||2015|90785.0|
||2016|87972.0|
||2017|87393.0|
||2018|86302.0|
||2019|84475.0|
||2020|75306.0|
||2021|70697.0|
|Sown Area and 01.13.43.00.02. (Soğan (Kuru)) - Decare|2004|788000.0|
||2005|772800.0|
||2006|654664.0|
||2007|649228.0|
||2008|656292.0|
||2009|605579.0|
||2010|626979.0|
||2011|661185.0|
||2012|722319.0|
||2013|616324.0|
||2014|600441.0|
||2015|577040.0|
||2016|604026.0|
||2017|576918.0|
||2018|527133.0|
||2019|613588.0|
||2020|684910.0|
||2021|698972.0|
|Sown Area and 01.13.44.00.01. (Pırasa) - Decare|2004|124600.0|
||2005|120200.0|
||2006|114957.0|
||2007|97408.0|
||2008|95237.0|
||2009|93115.0|
||2010|89100.0|
||2011|86564.0|
||2012|86477.0|
||2013|85934.0|
||2014|79607.0|
||2015|79908.0|
||2016|78414.0|
||2017|72989.0|
||2018|77779.0|
||2019|75419.0|
||2020|70958.0|
||2021|67073.0|
|Sown Area and 01.13.49.01.00. (Kırmızı Pancar) - Decare|2004|1710.0|
||2005|2570.0|
||2006|2897.0|
||2007|2679.0|
||2008|2614.0|
||2009|2654.0|
||2010|2548.0|
||2011|2558.0|
||2012|2460.0|
||2013|2372.0|
||2014|2381.0|
||2015|2384.0|
||2016|2522.0|
||2017|2458.0|
||2018|3017.0|
||2019|3883.0|
||2020|2684.0|
||2021|3105.0|
|Sown Area and 01.13.49.02.00. (Kereviz (Kök)) - Decare|2004|8810.0|
||2005|11220.0|
||2006|7945.0|
||2007|7826.0|
||2008|8291.0|
||2009|8421.0|
||2010|7426.0|
||2011|7410.0|
||2012|8455.0|
||2013|8066.0|
||2014|7871.0|
||2015|7816.0|
||2016|8828.0|
||2017|9599.0|
||2018|9511.0|
||2019|9739.0|
||2020|9437.0|
||2021|10503.0|
|Sown Area and 01.13.49.03.01. (Turp (Bayır)) - Decare|2004|12290.0|
||2005|11300.0|
||2006|11750.0|
||2007|10886.0|
||2008|10479.0|
||2009|9953.0|
||2010|9653.0|
||2011|8508.0|
||2012|8205.0|
||2013|9388.0|
||2014|9686.0|
||2015|7142.0|
||2016|6995.0|
||2017|6922.0|
||2018|6593.0|
||2019|6648.0|
||2020|6317.0|
||2021|6372.0|
|Sown Area and 01.13.49.03.02. (Turp (Kırmızı)) - Decare|2004|57280.0|
||2005|59500.0|
||2006|57516.0|
||2007|53727.0|
||2008|55683.0|
||2009|54168.0|
||2010|53043.0|
||2011|53674.0|
||2012|50057.0|
||2013|57467.0|
||2014|55052.0|
||2015|57479.0|
||2016|56954.0|
||2017|56484.0|
||2018|56338.0|
||2019|56304.0|
||2020|57913.0|
||2021|59269.0|
|Sown Area and 01.13.49.03.03. (Turp (Beyaz)) - Decare|2014|431.0|
||2015|1702.0|
||2016|1763.0|
||2017|1842.0|
||2018|1836.0|
||2019|1942.0|
||2020|1444.0|
||2021|1433.0|
|Sown Area and 01.13.80.00.01. (Mantar (Kültür)) - Decare|2020|760.0|
||2021|895.0|
||||
